x,y,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,STATION_NAME,DIRECTION_MAX_GUST,SNOW_ON_GROUND,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE,MIN_TEMPERATURE,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,ID,MEAN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,PROVINCE_CODE,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,TOTAL_PRECIPITATION,TOTAL_SNOW,TOTAL_RAIN_FLAG,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,CLIMATE_IDENTIFIER,LOCAL_DATE,MAX_TEMPERATURE_FLAG
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,-5.3,-14.9,3,,3050PPF.1998.3.4,E,E,,,28.1,,0,AB,,,E,,,0,,,-10.1,,1998,3050PPF,1998-03-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,-9,-14.1,3,,3050PPF.1998.3.5,E,E,,,29.6,,0,AB,,,E,,,0,,,-11.6,,1998,3050PPF,1998-03-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,-6,-17,3,,3050PPF.1998.3.6,E,E,,,29.5,,0,AB,,,E,,,0,,,-11.5,,1998,3050PPF,1998-03-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,-9,-18.3,3,,3050PPF.1998.3.7,E,E,,,31.7,,0,AB,,,E,,,0,,,-13.7,,1998,3050PPF,1998-03-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,-12.5,-20.7,3,,3050PPF.1998.3.8,E,E,,,34.6,,0,AB,,,E,,,0,,,-16.6,,1998,3050PPF,1998-03-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,-7.5,-18.3,3,,3050PPF.1998.3.9,E,E,,,30.9,,0,AB,,,E,,,0.8,,E,-12.9,,1998,3050PPF,1998-03-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,-4.6,-22.1,3,,3050PPF.1998.3.10,E,E,,,31.4,,0,AB,,,E,,,0,,,-13.4,,1998,3050PPF,1998-03-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,0.4,-7.5,3,,3050PPF.1998.3.11,E,E,,,21.6,,0,AB,,,E,,,0,,,-3.6,,1998,3050PPF,1998-03-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,2.5,-7.9,3,,3050PPF.1998.3.12,E,E,,,20.7,,0,AB,,,E,,,0,,,-2.7,,1998,3050PPF,1998-03-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,0.4,-7.9,3,,3050PPF.1998.3.13,E,E,,,21.8,,0,AB,,,E,,,0,,,-3.8,,1998,3050PPF,1998-03-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,3.5,-4.2,3,,3050PPF.1998.3.14,E,E,,,18.4,,0,AB,,,E,,,0,,,-0.4,,1998,3050PPF,1998-03-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,1.4,-6.4,3,,3050PPF.1998.3.15,E,E,,,20.5,,0,AB,,,E,,,0,,,-2.5,,1998,3050PPF,1998-03-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,-1.7,-6.4,3,,3050PPF.1998.3.16,E,E,,,22.1,,0,AB,,,E,,,1.8,,E,-4.1,,1998,3050PPF,1998-03-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,-3.1,-13.3,3,,3050PPF.1998.3.17,E,E,,,26.2,,0,AB,,,E,,,0.8,,E,-8.2,,1998,3050PPF,1998-03-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,1.4,-15.3,3,,3050PPF.1998.3.18,E,E,,,25,,0,AB,,,E,,,0,,,-7,,1998,3050PPF,1998-03-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,0,-12.9,3,,3050PPF.1998.3.19,E,E,,,24.5,,0,AB,,,E,,,0,,,-6.5,,1998,3050PPF,1998-03-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,2.1,-9.4,3,,3050PPF.1998.3.20,E,E,,,21.7,,0,AB,,,E,,,0,,,-3.7,,1998,3050PPF,1998-03-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,0.4,-7.5,3,,3050PPF.1998.3.21,E,E,,,21.6,,0,AB,,,E,,,0,,,-3.6,,1998,3050PPF,1998-03-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,-3.8,-5.7,3,,3050PPF.1998.3.22,E,E,,,22.8,,0,AB,,,E,,,2.3,,E,-4.8,,1998,3050PPF,1998-03-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,-0.3,-7.1,3,,3050PPF.1998.3.23,E,E,,,21.7,,0,AB,,,E,,,0,,,-3.7,,1998,3050PPF,1998-03-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,0.4,-3.5,3,,3050PPF.1998.3.24,E,E,,,19.6,,0,AB,,,E,,,0.8,,E,-1.6,,1998,3050PPF,1998-03-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,-0.3,-4.9,3,,3050PPF.1998.3.25,E,E,,,20.6,,0,AB,,,E,,,0,,,-2.6,,1998,3050PPF,1998-03-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,-2.8,-7.5,3,,3050PPF.1998.3.26,E,E,,,23.2,,0,AB,,,E,,,0,,,-5.2,,1998,3050PPF,1998-03-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,-5.7,-14.5,3,,3050PPF.1998.3.27,E,E,,,28.1,,0,AB,,,E,,,0.8,,E,-10.1,,1998,3050PPF,1998-03-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,-1.7,-17.4,3,,3050PPF.1998.3.28,E,E,,,27.6,,0,AB,,,E,,,0,,,-9.6,,1998,3050PPF,1998-03-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,-2.8,-18.3,3,,3050PPF.1998.3.29,E,E,,,28.6,,0,AB,,,E,,,0,,,-10.6,,1998,3050PPF,1998-03-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,1.1,-14.1,3,,3050PPF.1998.3.30,E,E,,,24.5,,0,AB,,,E,,,0,,,-6.5,,1998,3050PPF,1998-03-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,31,,1.4,-5.3,3,,3050PPF.1998.3.31,E,E,,,20,,0,AB,,,E,,,0,,,-2,,1998,3050PPF,1998-03-31 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,2.5,-5.7,4,,3050PPF.1998.4.1,E,E,,,19.6,,0,AB,,,E,0,0,0,,,-1.6,,1998,3050PPF,1998-04-01 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,2,,6,-8.6,4,,3050PPF.1998.4.2,E,E,,,19.3,,0,AB,,,E,0,0,0,,,-1.3,,1998,3050PPF,1998-04-02 00:00:00,
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,3,,3.5,-3.5,4,,3050PPF.1998.4.3,E,E,,,18,,0,AB,,,E,0,0,0,,,0,,1998,3050PPF,1998-04-03 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,3.5,-6.4,4,,3050PPF.1998.4.4,E,E,,,19.5,,0,AB,,,E,0,0,0,,,-1.5,,1998,3050PPF,1998-04-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,3.9,-4.2,4,,3050PPF.1998.4.5,E,E,,,18.2,,0,AB,,,E,0,0,0,,,-0.2,,1998,3050PPF,1998-04-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,3.9,-3.8,4,,3050PPF.1998.4.6,E,E,,,17.9,,0,AB,,,E,0,0,0,,,0.1,,1998,3050PPF,1998-04-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,3.9,-5.3,4,,3050PPF.1998.4.7,E,E,,,18.7,,0,AB,,,E,0,0,0,,,-0.7,,1998,3050PPF,1998-04-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,2.5,-8.3,4,,3050PPF.1998.4.8,E,E,,,20.9,,0,AB,,,E,0,0,0,,,-2.9,,1998,3050PPF,1998-04-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,-2.8,-10.5,4,,3050PPF.1998.4.9,E,E,,,24.7,,0,AB,,,E,0,0,0,,,-6.7,,1998,3050PPF,1998-04-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,0,-7.9,4,,3050PPF.1998.4.10,E,E,,,22,,0,AB,,,E,0,0,0,,,-4,,1998,3050PPF,1998-04-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,0,-9.8,4,E,3050PPF.1998.4.11,E,E,,,22.9,,0,AB,,,E,0,2.5,2.5,,E,-4.9,,1998,3050PPF,1998-04-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,1.4,-9.8,4,E,3050PPF.1998.4.12,E,E,,,22.2,,0,AB,,,E,0,1,1,,E,-4.2,,1998,3050PPF,1998-04-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,-1.4,-12.1,4,,3050PPF.1998.4.13,E,E,,,24.8,,0,AB,,,E,0,0,0,,,-6.8,,1998,3050PPF,1998-04-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,-1.4,-14.5,4,,3050PPF.1998.4.14,E,E,,,26,,0,AB,,,E,0,0,0,,,-8,,1998,3050PPF,1998-04-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,1.4,-12.9,4,,3050PPF.1998.4.15,E,E,,,23.8,,0,AB,,,E,0,0,0,,,-5.8,,1998,3050PPF,1998-04-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,0.7,-9.4,4,E,3050PPF.1998.4.16,E,E,,,22.4,,0,AB,,,E,0,1,1,,E,-4.4,,1998,3050PPF,1998-04-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,4.2,-6,4,E,3050PPF.1998.4.17,E,E,,,18.9,,0,AB,,,E,0,5.8,5.8,,E,-0.9,,1998,3050PPF,1998-04-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,5.3,-9,4,,3050PPF.1998.4.18,E,E,,,19.9,,0,AB,,,E,0,0,0,,,-1.9,,1998,3050PPF,1998-04-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,3.2,-3.8,4,,3050PPF.1998.4.19,E,E,,,18.3,,0,AB,,,E,0,0,0,,,-0.3,,1998,3050PPF,1998-04-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,4.6,-9.4,4,,3050PPF.1998.4.20,E,E,,,20.4,,0,AB,,,E,0,0,0,,,-2.4,,1998,3050PPF,1998-04-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,7.1,-3.5,4,,3050PPF.1998.4.21,E,E,,,16.2,,0,AB,,,E,0,0,0,,,1.8,,1998,3050PPF,1998-04-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,8.8,-2.8,4,,3050PPF.1998.4.22,E,E,,,15,,0,AB,,,E,0,0,0,,,3,,1998,3050PPF,1998-04-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,9.5,-1,4,,3050PPF.1998.4.23,E,E,,,13.7,,0,AB,,,E,0,0,0,,,4.3,,1998,3050PPF,1998-04-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,6,-2.1,4,E,3050PPF.1998.4.24,E,E,,,16,,0,AB,,,E,0,1,1,,E,2,,1998,3050PPF,1998-04-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,1.8,-5.3,4,,3050PPF.1998.4.25,E,E,,,19.8,,0,AB,,,E,0,0,0,,,-1.8,,1998,3050PPF,1998-04-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,7.1,-7.5,4,,3050PPF.1998.4.26,E,E,,,18.2,,0,AB,,,E,0,0,0,,,-0.2,,1998,3050PPF,1998-04-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,9.9,-2.4,4,,3050PPF.1998.4.27,E,E,,,14.2,,0,AB,,,E,0,0,0,,,3.8,,1998,3050PPF,1998-04-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,10.2,-1.7,4,,3050PPF.1998.4.28,E,E,,,13.7,,0,AB,,,E,0,0,0,,,4.3,,1998,3050PPF,1998-04-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,11,-0.7,4,,3050PPF.1998.4.29,E,E,,,12.8,,0,AB,,,E,0,0,0,,,5.2,,1998,3050PPF,1998-04-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,13.9,-1.7,4,,3050PPF.1998.4.30,E,E,,,11.9,,0,AB,,,E,0,0,0,,,6.1,,1998,3050PPF,1998-04-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,13.5,-1.4,5,,3050PPF.1998.5.1,E,E,,,11.9,,0,AB,,M,E,0,0,0,,,6.1,,1998,3050PPF,1998-05-01 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,2,,13.9,0.4,5,,3050PPF.1998.5.2,E,E,,,10.8,,0,AB,,M,E,0,0,0,,,7.2,,1998,3050PPF,1998-05-02 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,3,,14.3,1.1,5,,3050PPF.1998.5.3,E,E,,,10.3,,0,AB,,M,E,0,0,0,,,7.7,,1998,3050PPF,1998-05-03 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,13.9,-2.1,5,,3050PPF.1998.5.4,E,E,,,12.1,,0,AB,,M,E,0,0,0,,,5.9,,1998,3050PPF,1998-05-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,14.6,-0.3,5,,3050PPF.1998.5.5,E,E,,,10.8,,0,AB,,M,E,0,0,0,,,7.2,,1998,3050PPF,1998-05-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,15.4,-2.1,5,,3050PPF.1998.5.6,E,E,,,11.3,,0,AB,,M,E,0,0,0,,,6.7,,1998,3050PPF,1998-05-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,15,0.7,5,,3050PPF.1998.5.7,E,E,,,10.1,,0,AB,,M,E,0,0,0,,,7.9,,1998,3050PPF,1998-05-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,11.3,1.8,5,,3050PPF.1998.5.8,E,E,,,11.4,,0,AB,,M,E,0,0,0,,,6.6,,1998,3050PPF,1998-05-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,13.5,0.7,5,,3050PPF.1998.5.9,E,E,,,10.9,,0,AB,,M,E,1.5,1.5,0,,,7.1,,1998,3050PPF,1998-05-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,11.7,0.7,5,,3050PPF.1998.5.10,E,E,,,11.8,,0,AB,,M,E,0,0,0,,,6.2,,1998,3050PPF,1998-05-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,13.9,-1,5,,3050PPF.1998.5.11,E,E,,,11.5,,0,AB,,M,E,0,0,0,,,6.5,,1998,3050PPF,1998-05-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,13.5,1.1,5,,3050PPF.1998.5.12,E,E,,,10.7,,0,AB,,M,E,0,0,0,,,7.3,,1998,3050PPF,1998-05-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,13.9,-1.7,5,,3050PPF.1998.5.13,E,E,,,11.9,,0,AB,,M,E,0,0,0,,,6.1,,1998,3050PPF,1998-05-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,11.3,1.1,5,,3050PPF.1998.5.14,E,E,,,11.8,,0,AB,,M,E,0,0,0,,,6.2,,1998,3050PPF,1998-05-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,2.1,-0.3,5,,3050PPF.1998.5.15,E,E,,,17.1,,0,AB,,M,E,0.8,0.8,0,,,0.9,,1998,3050PPF,1998-05-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,4.6,-1.7,5,,3050PPF.1998.5.16,E,E,,,16.5,,0,AB,,M,E,0.8,0.8,0,,,1.5,,1998,3050PPF,1998-05-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,7.8,-3.5,5,,3050PPF.1998.5.17,E,E,,,15.8,,0,AB,,M,E,0,0,0,,,2.2,,1998,3050PPF,1998-05-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,11,-1,5,,3050PPF.1998.5.18,E,E,,,13,,0,AB,,M,E,0,0,0,,,5,,1998,3050PPF,1998-05-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,10.2,-0.3,5,,3050PPF.1998.5.19,E,E,,,13,,0,AB,,M,E,0,0,0,,,5,,1998,3050PPF,1998-05-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,13.1,-1.7,5,,3050PPF.1998.5.20,E,E,,,12.3,,0,AB,,M,E,0,0,0,,,5.7,,1998,3050PPF,1998-05-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,12.4,1.8,5,,3050PPF.1998.5.21,E,E,,,10.9,,0,AB,,M,E,0,0,0,,,7.1,,1998,3050PPF,1998-05-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,9.2,2.5,5,,3050PPF.1998.5.22,E,E,,,12.1,,0,AB,,M,E,1.8,1.8,0,,,5.9,,1998,3050PPF,1998-05-22 00:00:00,E
