,Date_ID,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region,Total_Value
1751,95,12,31,4,2008,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7,9,10,5,32,28,37,38,17,40,33,0,2,4,9,0,39,35,27,38,25,38,39,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
623,71,12,31,4,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10,11,6,38,29,12,26,17,15,37,31,0,10,10,5,39,31,16,25,14,25,28,31,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1185,81,10,31,4,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,26,26,25,38,6,3,29,25,2,33,14,10,23,24,22,32,13,5,28,16,8,21,17,11,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5990,2,3,31,1,2001,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,12,11,13,31,19,12,3,4,7,5,29,0,5,7,6,5,32,21,11,19,33,23,35,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2500,124,5,31,2,2011,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,20,24,10,8,10,26,32,0,22,16,5,23,24,21,12,16,12,35,36,10,35,16,5,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3567,219,4,30,2,2019,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,19,16,20,18,12,16,6,12,8,3,22,0,15,15,15,14,22,14,2,7,22,1,26,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
2820,168,1,31,1,2015,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,2,2,32,21,18,4,18,18,7,39,0,7,6,7,37,31,19,10,17,21,12,33,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1686,30,7,31,3,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,40,40,34,14,0,0,31,21,0,31,0,20,38,37,39,23,4,3,17,2,0,20,3,25,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
3863,95,12,31,4,2008,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,1,4,0,26,26,10,34,17,17,40,0,8,8,13,2,37,35,24,35,22,35,32,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
7763,258,7,31,3,2022,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,38,40,39,31,0,0,15,14,0,12,3,19,32,33,34,21,1,0,37,29,3,32,7,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1658,2,3,31,1,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11,12,10,11,29,25,16,10,20,23,29,0,12,12,10,20,32,21,7,8,28,14,29,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
357,81,10,31,4,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,24,23,22,35,6,2,37,31,2,33,17,5,23,23,21,34,14,5,31,21,8,26,18,8,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2779,127,8,31,3,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,39,38,39,28,0,0,22,18,0,16,1,19,39,40,36,26,3,0,18,9,0,6,0,24,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4752,156,1,31,1,2014,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,4,13,20,19,4,16,19,6,39,0,2,2,3,5,38,25,10,15,30,23,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
4876,4,5,31,2,2001,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,27,24,31,27,6,3,11,5,0,11,14,8,23,23,25,22,16,9,4,3,8,11,18,9,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4261,217,2,28,1,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,0,18,28,3,39,21,5,40,0,0,0,0,0,39,34,3,36,32,14,40,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
6765,226,11,30,4,2019,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,10,8,13,21,26,25,10,34,13,15,30,0,18,19,17,13,21,27,32,36,14,20,22,5,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7887,106,11,30,4,2009,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,18,22,12,26,23,10,40,30,14,40,22,0,19,21,16,5,21,28,40,38,13,40,21,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1670,14,3,31,1,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,11,12,14,10,30,26,28,32,13,36,30,0,5,5,10,0,38,35,14,28,25,36,37,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
7682,177,10,31,4,2015,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,29,19,33,5,1,37,20,2,34,15,2,29,28,28,34,7,3,33,30,3,15,11,16,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5176,160,5,31,2,2014,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,24,21,26,9,12,22,15,21,0,19,16,5,20,18,19,6,20,26,22,39,12,29,20,6,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3234,30,7,31,3,2003,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,39,37,37,21,0,0,18,5,0,22,1,20,37,35,39,23,4,3,15,1,0,15,4,24,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4500,180,1,31,1,2016,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3,3,3,37,18,13,4,7,15,6,38,0,10,10,10,40,28,15,18,20,22,25,30,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2772,120,1,31,1,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1,0,5,28,26,11,36,26,21,40,0,3,5,3,10,39,34,31,40,30,39,37,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5921,209,6,30,2,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,32,31,34,27,0,0,24,22,0,21,8,13,28,27,33,33,9,1,13,6,5,12,12,16,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
568,16,5,31,2,2002,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,25,25,5,9,25,37,33,0,38,17,7,23,22,25,2,19,35,23,11,7,28,17,10,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2889,237,10,31,4,2020,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,15,15,17,3,15,23,7,8,12,9,25,0,21,20,21,5,18,14,18,5,14,11,19,9,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1102,274,11,30,4,2023,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,14,11,9,23,19,19,6,15,22,28,0,15,17,12,33,21,12,5,1,17,4,25,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
7422,192,1,31,1,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12,14,8,5,19,9,31,4,17,21,28,0,3,4,1,7,38,29,10,25,24,19,36,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
7092,138,7,31,3,2012,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,35,38,31,21,0,0,17,17,0,15,5,17,34,34,31,26,6,7,37,26,0,37,6,19,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3001,73,2,28,1,2007,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,0,1,25,27,9,36,26,12,39,0,2,3,2,6,34,30,15,37,32,37,37,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
270,270,7,31,3,2023,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,37,40,36,31,0,0,39,39,0,37,4,19,38,40,38,21,4,0,31,20,2,18,1,23,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
464,188,9,30,3,2016,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,29,29,26,31,0,0,22,5,0,19,10,10,29,30,27,28,5,2,19,18,0,13,10,13,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3327,123,4,30,2,2011,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,16,16,18,11,23,27,15,38,8,10,24,0,16,17,15,6,31,34,18,36,19,12,24,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1494,114,7,31,3,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,40,39,38,29,0,0,33,25,0,23,0,21,37,39,33,18,2,2,32,19,0,32,2,23,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5416,256,5,31,2,2022,0,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,24,24,22,12,8,5,12,15,3,10,15,1,19,21,17,3,22,30,20,39,16,24,21,2,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
816,264,1,31,1,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,7,1,39,32,24,24,25,26,32,37,0,6,7,1,39,31,13,5,1,31,6,36,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6811,272,9,30,3,2023,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,28,27,28,32,3,0,7,3,4,3,12,7,33,34,30,21,4,0,26,21,4,18,7,17,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3623,275,12,31,4,2023,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,10,12,7,40,11,4,0,0,11,0,31,0,14,16,11,39,22,12,12,1,17,5,26,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
823,271,8,31,3,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,32,37,25,12,0,0,38,37,0,35,7,11,36,37,35,22,0,0,26,22,3,15,3,20,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2007,183,4,30,2,2016,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,15,13,19,6,17,20,14,38,5,11,25,0,18,17,19,31,22,13,12,33,17,7,22,4,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4930,58,11,30,4,2005,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,11,10,13,37,23,24,9,36,7,11,29,0,19,19,18,35,21,20,29,20,13,25,22,9,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2760,108,1,31,1,2010,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,2,2,2,37,25,21,9,29,21,8,39,0,6,5,4,31,36,23,27,25,26,27,35,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
804,252,1,31,1,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,2,0,1,31,19,15,10,25,26,40,0,0,0,0,5,39,32,10,29,31,16,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
7839,58,11,30,4,2005,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,17,20,12,20,23,17,38,10,12,39,23,0,21,23,19,30,17,13,29,15,11,21,19,9,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
4303,259,8,31,3,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,39,36,40,33,0,0,15,14,0,10,1,20,40,40,38,31,2,0,19,7,2,7,0,25,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3121,193,2,28,1,2017,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,4,5,36,15,11,1,8,19,2,34,0,7,5,9,36,34,31,7,30,27,12,31,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1263,159,4,30,2,2014,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,18,16,18,8,15,19,31,34,8,30,22,1,16,15,16,2,26,30,18,39,21,26,24,1,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
1120,16,5,31,2,2002,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,24,25,26,4,9,24,35,30,0,35,16,8,22,21,24,3,21,35,19,8,9,25,18,9,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5572,136,5,31,2,2012,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,25,25,26,15,9,6,18,29,1,16,15,4,21,22,22,18,16,13,10,29,8,12,18,6,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4333,13,2,28,1,2002,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,6,5,7,38,14,13,1,6,14,1,32,0,8,7,6,38,33,18,6,8,26,22,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2472,96,1,31,1,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,1,6,21,17,6,22,21,9,40,0,2,1,7,6,39,31,29,33,27,36,39,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7878,97,2,28,1,2009,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,13,16,9,6,23,21,20,10,23,17,25,0,0,0,1,3,38,28,4,19,33,21,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5715,3,4,30,2,2001,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,17,21,14,24,24,9,11,5,4,20,2,14,14,14,15,32,27,3,7,27,4,26,2,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3796,28,5,31,2,2003,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,26,23,31,23,7,5,15,12,0,15,14,9,21,20,23,9,22,35,13,16,9,19,19,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
5032,160,5,31,2,2014,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,24,21,33,10,10,14,16,20,0,14,16,9,21,19,21,7,18,18,22,34,12,27,19,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
523,247,8,31,3,2021,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,36,38,35,37,0,0,17,2,0,15,6,20,37,37,40,31,0,0,19,16,0,8,4,25,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2965,37,2,29,1,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2,2,32,17,14,2,9,26,8,37,0,3,3,4,11,33,17,2,4,33,16,38,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1576,196,5,31,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,26,26,26,12,7,4,37,38,0,33,14,8,25,25,25,25,13,6,29,33,10,27,15,10,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
789,237,10,31,4,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,18,17,6,11,18,36,31,8,37,21,0,19,18,20,4,19,24,22,13,14,25,22,3,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
36,36,1,31,1,2004,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1,2,1,1,31,17,18,8,25,34,40,0,0,0,0,0,39,34,25,37,33,40,40,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6420,156,1,31,1,2014,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7,2,10,37,20,17,2,17,21,3,33,0,1,2,2,1,38,26,11,18,30,28,39,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2357,257,6,30,2,2022,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,31,30,38,18,1,0,30,25,0,23,9,14,30,30,30,25,3,0,38,29,3,33,10,14,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
55,55,8,31,3,2005,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,38,35,33,27,0,0,38,30,0,34,3,19,35,35,36,14,7,0,37,31,0,33,6,22,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6358,94,11,30,4,2008,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,14,15,39,14,11,2,8,8,3,26,0,20,21,19,32,17,14,29,22,12,23,20,4,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
4170,126,7,31,3,2011,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,39,38,22,2,0,28,28,0,23,1,18,34,35,31,15,5,1,36,29,0,35,5,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
142,142,11,30,4,2012,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,13,13,16,10,13,6,11,0,10,16,25,0,12,13,12,7,28,27,13,27,19,18,27,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
