"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","27070","","","","0"
"2007-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10760","","","","0"
"2007-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7661","","","","0"
"2007-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3729","","","","0"
"2008-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","11125","","","","0"
"2008-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7424","","","","0"
"2008-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6767","","","","0"
"2008-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7986","","","","0"
"2008-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8062","","","","0"
"2008-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5919","","","","0"
"2008-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4356","","","","0"
"2008-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","16066","","","","0"
"2008-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","17806","","","","0"
"2008-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10102","","","","0"
"2008-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4122","","","","0"
"2008-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3846","","","","0"
"2009-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7378","","","","0"
"2009-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9046","","","","0"
"2009-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7405","","","","0"
"2009-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7094","","","","0"
"2009-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5144","","","","0"
"2009-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5394","","","","0"
"2009-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4974","","","","0"
"2009-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","16724","","","","0"
"2009-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","20804","","","","0"
"2009-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","11395","","","","0"
"2009-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3889","","","","0"
"2009-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4808","","","","0"
"2010-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6920","","","","0"
"2010-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10870","","","","0"
"2010-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9555","","","","0"
"2010-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7808","","","","0"
"2010-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4244","","","","0"
"2010-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6071","","","","0"
"2010-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9932","","","","0"
"2010-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","24819","","","","0"
"2010-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","16760","","","","0"
"2010-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9131","","","","0"
"2010-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8927","","","","0"
"2010-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7337","","","","0"
"2011-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6651","","","","0"
"2011-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6606","","","","0"
"2011-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7014","","","","0"
"2011-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4745","","","","0"
"2011-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4796","","","","0"
"2011-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3856","","","","0"
"2011-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3158","","","","0"
"2011-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12217","","","","0"
"2011-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","22067","","","","0"
"2011-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7686","","","","0"
"2011-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10672","","","","0"
"2011-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","2631","","","","0"
"2012-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4376","","","","0"
"2012-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5334","","","","0"
"2012-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3521","","","","0"
"2012-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6645","","","","0"
"2012-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3181","","","","0"
"2012-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","2300","","","","0"
"2012-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4672","","","","0"
"2012-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","29146","","","","0"
"2012-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","27633","","","","0"
"2012-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","17051","","","","0"
"2012-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10360","","","","0"
"2012-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6010","","","","0"
"2013-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6535","","","","0"
"2013-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5893","","","","0"
"2013-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5385","","","","0"
"2013-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6543","","","","0"
"2013-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4490","","","","0"
"2013-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5235","","","","0"
"2013-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5738","","","","0"
"2013-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","26310","","","","0"
"2013-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","36252","","","","0"
"2013-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","23780","","","","0"
"2013-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9748","","","","0"
"2013-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7420","","","","0"
"2014-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8434","","","","0"
"2014-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8146","","","","0"
"2014-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4780","","","","0"
"2014-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8274","","","","0"
"2014-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4163","","","","0"
"2014-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4060","","","","0"
"2014-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","4600","","","","0"
"2014-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","26314","","","","0"
"2014-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","46139","","","","0"
"2014-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","24848","","","","0"
"2014-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8854","","","","0"
"2014-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8965","","","","0"
"2015-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9556","","","","0"
"2015-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8152","","","","0"
"2015-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7995","","","","0"
"2015-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9566","","","","0"
"2015-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6349","","","","0"
"2015-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5393","","","","0"
"2015-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5189","","","","0"
"2015-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","41113","","","","0"
"2015-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","69853","","","","0"
"2015-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","31498","","","","0"
"2015-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10158","","","","0"
"2015-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8122","","","","0"
"2016-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10158","","","","0"
"2016-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12238","","","","0"
"2016-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","11824","","","","0"
"2016-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9875","","","","0"
"2016-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6903","","","","0"
"2016-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7492","","","","0"
"2016-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12096","","","","0"
"2016-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","59964","","","","0"
"2016-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","66674","","","","0"
"2016-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","28570","","","","0"
"2016-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","14304","","","","0"
"2016-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9071","","","","0"
"2017-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12115","","","","0"
"2017-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13418","","","","0"
"2017-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13527","","","","0"
"2017-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10881","","","","0"
"2017-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13018","","","","0"
"2017-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","11295","","","","0"
"2017-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13955","","","","0"
"2017-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","35060","","","","0"
"2017-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","61973","","","","0"
"2017-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","33843","","","","0"
"2017-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13089","","","","0"
"2017-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7198","","","","0"
"2018-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7597","","","","0"
"2018-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12656","","","","0"
"2018-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12697","","","","0"
"2018-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9644","","","","0"
"2018-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9007","","","","0"
"2018-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10090","","","","0"
"2018-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12757","","","","0"
"2018-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","71085","","","","0"
"2018-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","66483","","","","0"
"2018-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","29275","","","","0"
"2018-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9759","","","","0"
"2018-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9021","","","","0"
"2019-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8618","","","","0"
"2019-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10106","","","","0"
"2019-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10479","","","","0"
"2019-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7423","","","","0"
"2019-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5837","","","","0"
"2019-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5205","","","","0"
"2019-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6432","","","","0"
"2019-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","34173","","","","0"
"2019-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","85211","","","","0"
"2019-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","51079","","","","0"
"2019-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13126","","","","0"
"2019-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9699","","","","0"
"2020-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10746","","","","0"
"2020-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9792","","","","0"
"2020-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","9995","","","","0"
"2020-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","10986","","","","0"
"2020-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6898","","","","0"
"2020-06","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","6080","","","","0"
"2020-07","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8796","","","","0"
"2020-08","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","50772","","","","0"
"2020-09","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","54760","","","","0"
"2020-10","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","27171","","","","0"
"2020-11","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","13435","","","","0"
"2020-12","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","12281","","","","0"
"2021-01","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","7804","","","","0"
"2021-02","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","8263","","","","0"
"2021-03","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5715","","","","0"
"2021-04","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","5801","","","","0"
"2021-05","Quebec","2016A000224","Wheat, excluding durum","Tonnes","288","units","0","v32861696","9.3","3603","","","","0"
